ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
1492,RAUF KLASSRA,SAMAA TV,Nawa-i-Waqt,Balochistan,Lahore,Education,Health crisis follows floods,113.7988033,7982305,311.0,,,,65229.0,949965.8112,0,0.0,2024-10-27,Urdu,,38720.0
1493,Mohsin Raza,DAWN,Express Tribune,Punjab,Islamabad,Politics,Cabinet approves controversial media law,,10578210,46.0,,2.0,,,1 crore,Yes,0.0,2019-03-28,urdu,Opposition,7317.0
1494,Kamran Khan,AbbTakk News,The News,Islamabad,Karachi,Health,NDMA warns of heavy rains in Punjab,,16690605,,,,1598846.0,100974.0,,1,1.0,2020-12-09,Urdu,Pro-Govt,44064.0
1495,shahzeb khanzada,ary,Express Tribune,Islamabad,Hyderabad,Media,Opposition stages walkout in National Assembly,71.91668592,,405.0,,2.0,,185987.0,50 lakh,1,1.0,2022-06-27,Urdu,,46583.0
1496,Saleem Safi,Express,Dawn,AJK,Lahore,Sports,"Media freedom at risk, says HRCP report",,2 crore,223.0,-0.3500968762,5.0,10.84517711,,,Yes,1.0,2019-02-02,Urdu,,
1497,Dr. Shahid Masood,ary,Daily Pakistan,Punjab,Karachi,Education,PPP vs PMLN war of words heats up,,2 crore,490.0,1.981794942,1.0,2.764746066,139195.0,,1,0.0,2020-06-08,Urdu,Opposition,20727.0
1498,Ansar Abbasi,DawnNews,Daily Pakistan,Balochistan,Lahore,Health,Education ministry faces criticism,87.88288807,,,,,1012239.0,80707.0,,0,,2022-07-11,English,,11147.0
1499,RAUF KLASSRA,hum news,Daily Pakistan,Balochistan,Islamabad,Judiciary,Revenue from tax declines drastically,65.68403172,10 lakh,390.0,-0.1139570912,3.0,1976184.0,20597.0,50 lakh,No,1.0,2023-07-10,Urdu,,33827.0
1500,Saleem Safi,DAWN,Jang,Punjab,Peshawar,Judiciary,PM announces new economic reforms,,6210053,351.0,0.7390733756,,,89236.0,4270114.303,0,,2019-04-17,Urdu,Pro-Govt,33681.0
1501,Nusrat Javed,hum news,Nawa-i-Waqt,Sindh,Lahore,Crime,Government announces new health policy,22.88702122,2 crore,70.0,,1.0,37.21960494,,1107737.044,Yes,,2021-05-17,urdu,Pro-Govt,
1502,Kamran Shahid,Express-News,Dawn,Sindh,Peshawar,Education,Health workers go on strike in Punjab,88.99274813,5 million,410.0,-1.284487405,,393126.0,163286.0,1 crore,1,,2024-01-17,Urdu,,30733.0
1503,Kamran Khan,Geo,Dawn,AJK,Lahore,Education,TTP commander killed in operation,93.51356898,10 lakh,388.0,1.344744023,4.0,,133600.0,2741668.479,No,0.0,2018-06-19,English,Opposition,
1504,Najam Sethi,GEO NEWS,Jang,Balochistan,Islamabad,Education,Punjab bans junk food in schools,-4.821116939,8418198,424.0,-1.673935574,,138041.0,120182.0,1150827.124,,,2020-10-02,Urdu,Neutral,
1505,Owais Tohid,ary,Express Tribune,Sindh,Quetta,Health,Trade deficit widens again,71.30373737,,382.0,,4.0,49.43623378,127982.0,1 crore,Yes,0.0,2022-05-27,ENG,,
1506,Owais Tohid,ARYNEWS,Express Tribune,Islamabad,Multan,Media,Exports see slight recovery,64.48837437,,,,,1544640.0,,1 crore,0,0.0,2019-05-01,English,Opposition,44780.0
1507,Shahzeb Khanzada,Express,Nawa-i-Waqt,KPK,Hyderabad,Politics,Polio cases reported in KPK,13.97795143,15484898,,1.035300358,-1.0,154305.0,14321.0,2475112.122,No,1.0,2019-07-24,ENG,Opposition,30336.0
1508,Najam Sethi,AbbTakk News,Nawa-i-Waqt,AJK,Multan,Sports,Lawyers boycott proceedings,,10 lakh,,-1.064768115,,,159894.0,50 lakh,0,0.0,2021-09-03,ENG,Neutral,
1509,Ansar Abbasi,ARY,The News,Islamabad,Lahore,Sports,Budget deficit reaches record high,,2 crore,,,,7.895125555,,1 crore,Yes,0.0,2025-09-04,,Opposition,
1510,Owais Tohid,hum news,Dawn,AJK,Karachi,Sports,Education ministry faces criticism,,5 million,-28.0,,0.0,,1000.0,1 crore,No,0.0,2018-03-02,ENG,Neutral,27416.0
1511,RAUF KLASSRA,Geo,Express Tribune,Sindh,Multan,Health,Pakistan faces defeat in hockey series,22.57227471,11809022,482.0,,,,,1106284.59,Yes,1.0,2025-08-18,urdu,Opposition,
1512,Owais Tohid,GEO NEWS,Jang,Sindh,Karachi,Sports,Quetta blast: ISPR releases statement,20.79822915,10 lakh,,,3.0,,40218.0,622099.7613,,0.0,2021-04-25,,Opposition,39914.0
1513,Umar Cheema,Geo,Jang,Islamabad,Quetta,Terrorism,Suicide bombing in Peshawar mosque,78.58357374,10 lakh,452.0,-0.752031169,4.0,,165306.0,50 lakh,No,0.0,2025-01-23,Urdu,Pro-Govt,17224.0
1514,RAUF KLASSRA,ARYNEWS,Nawa-i-Waqt,Balochistan,Lahore,Judiciary,Pakistan seeks investment from Gulf countries,2.730386685,,,,,,,1 crore,0,0.0,2022-04-09,ENG,,
1515,Nusrat Javed,geo,Express Tribune,Balochistan,Multan,Economy,CJ addresses bar association,,10 lakh,,1.727634879,,42.65775904,,2549520.071,No,,2020-05-23,English,Opposition,
1516,Kamran Shahid,ARY News,Jang,Sindh,Rawalpindi,Health,IMF deal finalised today,95.81585331,,,1.197186834,,1795053.0,,2433196.252,1,1.0,2024-02-02,English,Opposition,11427.0
1517,Mohsin Raza Khan,ARY News,Dawn,Punjab,Peshawar,Education,Government launches CPEC project in Gwadar,,10 lakh,,,3.0,,136654.0,,,1.0,2020-04-19,,,
1518,Owais Tohid,geo,Jang,Balochistan,Karachi,Terrorism,Thousands displaced due to rains,119.2120778,5 million,238.0,1.80291022,0.0,,,4355632.456,No,1.0,2022-05-26,urdu,Neutral,
1519,Umar Cheema,Express,Dawn,Sindh,Hyderabad,Crime,Cabinet approves controversial media law,,10 lakh,424.0,-1.833070618,,36.12711145,96835.0,,Yes,,2019-09-20,Urdu,,34461.0
1520,Matiullah Jan,ARYNEWS,Daily Pakistan,Sindh,Multan,Judiciary,Dawn faces backlash over editorial,59.99408211,5705863,,0.8150454722,1.0,46.66069772,130052.0,2179091.963,1,1.0,2025-06-20,ENG,Pro-Govt,24953.0
1521,Kamran Shahid,Express-News,Nawa-i-Waqt,AJK,Peshawar,Politics,Curriculum reforms announced,50.11969513,4193958,,,-1.0,,,1 crore,1,0.0,2024-09-05,Urdu,,
1522,Mohsin Raza,ARY,Nawa-i-Waqt,Islamabad,Karachi,Media,New universities to be established,,1168848,314.0,,5.0,162741.0,69561.0,50 lakh,Yes,,2025-02-19,,Pro-Govt,
1523,Matiullah Jan,DawnNews,Daily Pakistan,Punjab,Peshawar,Judiciary,PEMRA issues warning to multiple channels,,5 million,-22.0,,,,195940.0,300785.2445,Yes,0.0,2019-11-01,,,
1524,Matiullah Jan,Express-News,Nawa-i-Waqt,AJK,Quetta,Politics,Five soldiers martyred in ambush,,2 crore,,1.817413435,,1588499.0,72843.0,,,,2018-12-15,English,Pro-Govt,
1525,Kamran Khan,Geo,Jang,KPK,Lahore,Health,Quetta blast: ISPR releases statement,,2 crore,,,4.0,220725.0,20782.0,,1,0.0,2018-07-18,urdu,Pro-Govt,9100.0
1526,Kamran Shahid,geo,Express Tribune,Islamabad,Quetta,Crime,Relief camp set up in Multan,48.13082007,13924579,,0.02686446925,,23.3538939,13913.0,1 crore,Yes,0.0,2019-12-24,ENG,Pro-Govt,
1527,Kamran Shahid,HUM News,Dawn,KPK,Islamabad,Politics,Karachi Kings beat Multan Sultans,58.95719445,2 crore,,1.02308346,,458769.0,,,1,1.0,2022-04-01,Urdu,Pro-Govt,
1528,Umar Cheema,ARY News,Express Tribune,KPK,Hyderabad,Health,TTP commander killed in operation,101.4061336,12206371,,,,32.56749978,,50 lakh,0,1.0,2025-05-22,English,,
1529,shahzeb khanzada,ary,Daily Pakistan,KPK,Quetta,Crime,Court orders release of missing persons,,15642123,237.0,,-1.0,,,1 crore,,0.0,2022-07-16,,Opposition,
1530,Ansar Abbasi,AbbTakk News,Express Tribune,AJK,Hyderabad,Politics,Khan addresses rally in Multan,,,,,,36.85251544,,67090.50692,0,0.0,2021-06-26,urdu,Opposition,8287.0
1531,Umar Cheema,GEO NEWS,Nawa-i-Waqt,AJK,Lahore,Sports,Counter-terrorism department arrests suspects,,10 lakh,,,5.0,13.25109021,,50 lakh,1,0.0,2018-09-01,urdu,Opposition,44403.0
1532,Mohsin Raza,DawnNews,Dawn,Islamabad,Hyderabad,Health,Government announces new health policy,86.27250862,5 million,,-0.5612814912,-1.0,30.56289238,57524.0,1 crore,1,0.0,2019-08-09,English,,
1533,Umar Cheema,ary,Daily Pakistan,Islamabad,Quetta,Sports,Chief Justice orders suo moto on Karachi violence,17.4323385,2 crore,,,5.0,,,1 crore,Yes,,2025-06-22,English,Pro-Govt,
1534,Saleem Safi,ary,Jang,KPK,Lahore,Sports,Cricket team departs for World Cup,17.71092815,16939972,141.0,0.501812518,-1.0,42.44021546,7357.0,50 lakh,0,1.0,2025-04-16,,,
1535,Shahzeb Khanzada,Geo,Nawa-i-Waqt,Sindh,Islamabad,Health,Karachi Kings beat Multan Sultans,,10 lakh,,-1.977182493,2.0,,,2248837.723,Yes,0.0,2023-06-18,,Neutral,
1536,Owais Tohid,ary,Nawa-i-Waqt,Balochistan,Peshawar,Media,SC disqualifies minister in assets case,94.09900725,18512514,,1.111162648,,,,1 crore,No,0.0,2025-08-08,urdu,Pro-Govt,
1537,Mohsin Raza,HUM News,The News,KPK,Peshawar,Education,Dawn faces backlash over editorial,58.66994638,2 crore,,,,75415.0,,,No,0.0,2021-02-19,ENG,,43747.0
1538,Asma Shirazi,HUM News,Daily Pakistan,Islamabad,Peshawar,Crime,High Court stays government decision,,2 crore,195.0,-0.2127876291,4.0,647737.0,22044.0,50 lakh,No,1.0,2020-06-28,urdu,Neutral,36753.0
1539,Matiullah Jan,GEO NEWS,Jang,KPK,Rawalpindi,Education,News anchor resigns citing threats,,5 million,160.0,1.695501595,0.0,27.17116497,125291.0,1 crore,1,,2021-10-22,Urdu,Opposition,2154.0
1540,K. Khan,GEO NEWS,Dawn,KPK,Islamabad,Politics,Khan addresses rally in Multan,53.43950278,2 crore,5.0,,,949594.0,,,Yes,0.0,2018-10-01,urdu,Opposition,335.0
1541,Mohsin Raza,SAMAA TV,The News,Islamabad,Karachi,Judiciary,Polio cases reported in KPK,10.37252864,8351480,483.0,0.9139671133,1.0,,,,1,0.0,2024-02-06,English,Opposition,
1542,Matiullah Jan,DawnNews,Daily Pakistan,Islamabad,Peshawar,Politics,Dollar hits 300 in open market,62.68061134,2 crore,36.0,0.9494156587,1.0,836155.0,,1 crore,Yes,1.0,2018-03-19,,Pro-Govt,
1543,Asma Shirazi,HUM News,Nawa-i-Waqt,Sindh,Peshawar,Sports,Education ministry faces criticism,76.30409655,5 million,,,2.0,6.736855483,93522.0,1677040.986,0,1.0,2019-10-07,Urdu,Neutral,
1544,Kamran Khan,ARY,Daily Pakistan,AJK,Hyderabad,Media,NDMA warns of heavy rains in Punjab,,5 million,212.0,-0.5128765179,,253569.0,140596.0,1 crore,,0.0,2024-08-15,urdu,,
1545,Umar Cheema,HUM News,Daily Pakistan,AJK,Lahore,Terrorism,Trade deficit widens again,13.89163855,5 million,,,3.0,,188046.0,1 crore,0,1.0,2022-01-27,,,
1546,shahzeb khanzada,hum news,Nawa-i-Waqt,KPK,Rawalpindi,Politics,PM announces new economic reforms,37.03024499,10352484,,-0.4134978361,,,,50 lakh,Yes,0.0,2019-10-28,ENG,Pro-Govt,
1547,Owais Tohid,DAWN,Jang,Balochistan,Quetta,Health,TTP commander killed in operation,,,,,,31.52782857,24620.0,,No,,2019-01-26,urdu,,
1548,shahzeb khanzada,ARY News,The News,Balochistan,Karachi,Education,"Media freedom at risk, says HRCP report",,67188,281.0,-0.03987401919,4.0,,,4508770.223,,0.0,2018-08-25,urdu,,30155.0
1549,Kamran Khan,ARY News,Jang,Balochistan,Rawalpindi,Health,Karachi Kings beat Multan Sultans,,10 lakh,41.0,-1.217517399,,325377.0,161381.0,1 crore,,0.0,2025-08-27,English,Opposition,
1550,Asma Shirazi,AbbTakk News,Express Tribune,Punjab,Karachi,Education,Climate change worsening floods,34.41865943,10 lakh,301.0,,,1355108.0,54844.0,1 crore,0,0.0,2021-04-11,Urdu,,
1551,Rauf Klasra,Geo,Daily Pakistan,Balochistan,Lahore,Education,Women cricket team sets new record,,5 million,375.0,,-1.0,12.02451403,,1 crore,0,1.0,2023-07-12,,Pro-Govt,43498.0
1552,Kamran Shahid,ary,The News,KPK,Lahore,Sports,Chief Justice orders suo moto on Karachi violence,4.813407214,2 crore,,,,16.72677567,,2158074.052,0,0.0,2018-02-28,English,Opposition,
1553,Umar Cheema,SAMAA TV,Nawa-i-Waqt,Balochistan,Hyderabad,Judiciary,Exports see slight recovery,,808040,432.0,,2.0,,164566.0,1 crore,0,,2018-11-10,ENG,Neutral,
1554,Rauf Klasra,SAMAA TV,Nawa-i-Waqt,AJK,Multan,Education,Karachi Kings beat Multan Sultans,85.44411859,,,-1.343021632,,644563.0,100586.0,1 crore,No,0.0,2024-03-03,ENG,Neutral,33169.0
1555,Kamran Khan,Samaa,Dawn,AJK,Lahore,Terrorism,Floods devastate Sindh villages,71.15280701,2 crore,,-1.605872649,,,,1 crore,1,,2023-06-28,ENG,Opposition,
1556,Matiullah Jan,ARY News,Dawn,Sindh,Rawalpindi,Politics,COVID resurfaces in Islamabad schools,,7180704,,,4.0,,,50 lakh,No,0.0,2023-04-07,English,Opposition,38056.0
1557,Umar Cheema,GEO NEWS,Dawn,Islamabad,Quetta,Crime,TTP commander killed in operation,,10 lakh,265.0,0.4020740238,,205440.0,113616.0,1 crore,1,,2020-11-25,English,Neutral,32716.0
1558,Najam Sethi,Samaa,Daily Pakistan,Islamabad,Lahore,Education,Karachi Kings beat Multan Sultans,,10 lakh,,-0.7215117697,,1147536.0,98027.0,1 crore,1,0.0,2020-09-22,Urdu,Neutral,
1559,Matiullah Jan,geo,Jang,Islamabad,Quetta,Judiciary,Doctors protest low salaries,,1727028,,-1.902860952,,4.76670462,88981.0,1 crore,1,1.0,2021-08-12,English,Opposition,
1560,Asma Shirazi,ARYNEWS,Nawa-i-Waqt,Islamabad,Peshawar,Terrorism,New universities to be established,94.55476275,12323977,276.0,1.694612561,-1.0,1990775.0,101215.0,,0,1.0,2025-09-19,,Pro-Govt,5335.0
1561,Kamran Khan,ARY,Dawn,KPK,Islamabad,Crime,Revenue from tax declines drastically,,2 crore,326.0,1.374992942,4.0,,117719.0,1045251.012,,0.0,2025-10-04,Urdu,Neutral,25361.0
1562,Asma Shirazi,ary,Daily Pakistan,KPK,Islamabad,Politics,News anchor resigns citing threats,109.1449579,10 lakh,,,,666494.0,,50 lakh,,1.0,2021-03-13,,,40995.0
1563,Shahzeb Khanzada,HUM News,Nawa-i-Waqt,AJK,Hyderabad,Education,New universities to be established,-2.509675188,,105.0,1.165289868,,4.746951338,65151.0,3074587.276,No,0.0,2022-05-23,English,Neutral,10590.0
1564,Najam Sethi,geo,Nawa-i-Waqt,Punjab,Islamabad,Economy,Women cricket team sets new record,,5 million,,1.261523277,3.0,,40389.0,1 crore,1,1.0,2021-12-26,ENG,Pro-Govt,
1565,Mohsin Raza Khan,ARY,Express Tribune,Balochistan,Lahore,Crime,Suicide bombing in Peshawar mosque,,2 crore,,-0.5204204802,,38.2359952,,2900658.67,No,0.0,2021-03-28,Urdu,,
1566,Kamran Shahid,hum news,Express Tribune,KPK,Hyderabad,Health,Government launches CPEC project in Gwadar,85.21741068,2 crore,,,5.0,44.71262575,,3096852.397,,0.0,2019-11-19,English,,
1567,Mohsin Raza,DAWN,Express Tribune,Islamabad,Multan,Health,New universities to be established,,10 lakh,,-1.525920302,0.0,1220313.0,,50 lakh,,0.0,2025-06-25,Urdu,,49529.0
1568,Shahzeb Khanzada,hum news,Nawa-i-Waqt,Balochistan,Karachi,Media,PEMRA issues warning to multiple channels,,10 lakh,,-0.7722400545,3.0,21.91443394,,,,1.0,2024-05-06,ENG,Pro-Govt,
1569,shahzeb khanzada,geo,The News,AJK,Karachi,Crime,Floods devastate Sindh villages,,10 lakh,281.0,1.205516548,2.0,1304945.0,23123.0,50 lakh,No,,2021-04-09,,Pro-Govt,12061.0
1570,Rauf Klasra,DAWN,Express Tribune,Islamabad,Islamabad,Education,PEMRA issues warning to multiple channels,,877157,474.0,1.20824272,1.0,,41186.0,50 lakh,,,2020-07-28,Urdu,Pro-Govt,26757.0
1571,Asma Shirazi,GEO NEWS,Express Tribune,Islamabad,Quetta,Judiciary,"Judiciary under pressure, say analysts",102.1471211,12899153,262.0,-0.5287628989,2.0,,199332.0,1 crore,1,,2020-08-09,ENG,Neutral,28023.0
1572,Mohsin Raza Khan,HUM News,Nawa-i-Waqt,Sindh,Karachi,Crime,Journalists protest censorship in Islamabad,7.648603838,10 lakh,268.0,,,,169158.0,,0,0.0,2024-05-18,ENG,Opposition,44930.0
1573,shahzeb khanzada,ARY News,Jang,Punjab,Lahore,Health,Cabinet approves controversial media law,,,,,0.0,,,50 lakh,1,0.0,2025-10-06,Urdu,Neutral,
1574,Asma Shirazi,Geo,Daily Pakistan,Punjab,Islamabad,Crime,Digital media gaining popularity,100.1101306,10 lakh,428.0,,3.0,410857.0,156010.0,1 crore,0,,2020-08-22,Urdu,Neutral,
1575,Ansar Abbasi,ary,Dawn,Balochistan,Lahore,Education,Exports see slight recovery,37.91963586,5 million,160.0,,,,199636.0,,No,1.0,2025-04-16,urdu,,
1576,RAUF KLASSRA,geo,Daily Pakistan,KPK,Rawalpindi,Education,PEMRA issues warning to multiple channels,,10 lakh,,1.386772466,,,3636.0,3387377.158,,0.0,2022-03-28,Urdu,Neutral,
1577,Owais Tohid,ARY News,Jang,KPK,Karachi,Health,Case adjourned till next week,68.75556313,,,-1.306793297,,1817250.0,169798.0,1603044.042,1,,2022-02-15,urdu,Opposition,20420.0
1578,Mohsin Raza Khan,DawnNews,Daily Pakistan,Islamabad,Lahore,Media,Court orders release of missing persons,,2 crore,490.0,1.69856135,,,,50 lakh,No,1.0,2022-08-23,urdu,Opposition,39505.0
1579,shahzeb khanzada,ary,Dawn,AJK,Peshawar,Health,IMF deal finalised today,,9225105,30.0,0.2136364792,0.0,39.82611978,65690.0,50 lakh,1,0.0,2018-09-18,English,Neutral,41835.0
1580,RAUF KLASSRA,DawnNews,The News,Punjab,Islamabad,Crime,"Judiciary under pressure, say analysts",98.60399536,2 crore,282.0,,,1424188.0,155977.0,50 lakh,,1.0,2018-09-07,ENG,Pro-Govt,29024.0
1581,Dr. Shahid Masood,HUM News,Dawn,Balochistan,Rawalpindi,Crime,Five soldiers martyred in ambush,66.5865715,,,0.3143200973,,15.64625799,3745.0,1202354.437,0,0.0,2020-03-14,,Neutral,
1582,Ansar Abbasi,ARY,Jang,Balochistan,Lahore,Education,Trade deficit widens again,39.65342243,2 crore,2.0,1.69045715,,1089465.0,,,No,0.0,2019-11-03,urdu,Neutral,3342.0
1583,Ansar Abbasi,geo,Nawa-i-Waqt,Punjab,Rawalpindi,Politics,Ban on talkshows sparks outrage,,10 lakh,,-0.343398871,2.0,731805.0,168891.0,2845523.607,No,,2022-11-07,urdu,,
1584,RAUF KLASSRA,Samaa,Express Tribune,KPK,Quetta,Sports,Karachi Kings beat Multan Sultans,,2692859,,,,1421783.0,179707.0,1 crore,1,1.0,2020-12-21,English,Pro-Govt,
1585,Saleem Safi,ary,Nawa-i-Waqt,Islamabad,Peshawar,Media,PPP vs PMLN war of words heats up,,10 lakh,,,4.0,,188289.0,50 lakh,Yes,1.0,2020-06-28,,,
1586,Najam Sethi,Express-News,Dawn,AJK,Hyderabad,Education,News anchor resigns citing threats,,2 crore,,1.780273436,5.0,2.896901115,,50 lakh,0,1.0,2021-11-20,,Neutral,12803.0
1587,Nusrat Javed,hum news,Nawa-i-Waqt,Sindh,Karachi,Politics,"Judiciary under pressure, say analysts",9.022106251,2 crore,479.0,1.714082215,0.0,,,,,1.0,2018-12-03,urdu,Pro-Govt,
1588,Umar Cheema,Express,Express Tribune,Islamabad,Quetta,Crime,Militant hideout destroyed in KPK,,10 lakh,10.0,,1.0,40.69059811,85079.0,,0,1.0,2021-12-21,urdu,Pro-Govt,
1589,Kamran Shahid,DAWN,Daily Pakistan,Sindh,Quetta,Education,Polio cases reported in KPK,,,,0.04723867402,,,48626.0,50 lakh,No,,2019-09-03,urdu,Pro-Govt,
1590,Nusrat Javed,ary,Express Tribune,Balochistan,Islamabad,Economy,Trade deficit widens again,,8207534,109.0,0.4295525502,3.0,,111449.0,1 crore,Yes,0.0,2018-05-21,English,,
1591,Asma Shirazi,AbbTakk News,Jang,Punjab,Peshawar,Sports,Education ministry faces criticism,31.50350076,,241.0,,,1897661.0,110164.0,3894781.536,,,2018-11-17,Urdu,,
1592,Owais Tohid,SAMAA TV,Daily Pakistan,Balochistan,Rawalpindi,Terrorism,Militant hideout destroyed in KPK,23.86951524,10 lakh,453.0,,4.0,47.65700606,,50 lakh,No,0.0,2024-08-14,Urdu,,
1593,K. Khan,Express,The News,Islamabad,Karachi,Education,Court orders release of missing persons,73.04311107,10 lakh,,1.987271471,0.0,28.00397355,,1 crore,No,,2019-12-24,English,Neutral,31470.0
1594,Dr. Shahid Masood,Express,Daily Pakistan,AJK,Lahore,Media,Attack on Army convoy in Waziristan,-2.769729081,10 lakh,424.0,,,607427.0,165414.0,,1,0.0,2020-02-10,,,11186.0
1595,Talat Hussain,AbbTakk News,Daily Pakistan,Punjab,Hyderabad,Health,CJ addresses bar association,,5 million,27.0,,,1.621241156,,209709.0815,No,,2022-06-15,English,Pro-Govt,
1596,Kamran Khan,DawnNews,Nawa-i-Waqt,Islamabad,Lahore,Terrorism,Aid for Balochistan still missing,55.36434717,5 million,98.0,0.3655981821,,,63347.0,1571759.561,1,1.0,2025-06-19,ENG,Opposition,
1597,Saleem Safi,Express-News,Daily Pakistan,Sindh,Multan,Terrorism,Climate change worsening floods,,10 lakh,,,,,114371.0,1 crore,0,0.0,2020-04-05,Urdu,,
1598,Ansar Abbasi,Geo,Dawn,Sindh,Multan,Politics,Budget deficit reaches record high,24.99133964,2 crore,369.0,,2.0,17.69244304,105284.0,50 lakh,No,,2023-02-10,Urdu,Pro-Govt,39421.0
1599,Umar Cheema,Samaa,Jang,AJK,Multan,Media,Khan addresses rally in Multan,116.1678562,2 crore,469.0,,,,43763.0,1 crore,,1.0,2022-05-26,English,,26012.0
1600,shahzeb khanzada,hum news,Dawn,Balochistan,Quetta,Terrorism,Exports see slight recovery,31.73478359,2 crore,-11.0,,2.0,31.58998342,,2554033.413,,,2019-08-25,Urdu,Opposition,8994.0
1601,Owais Tohid,Express-News,Dawn,KPK,Rawalpindi,Sports,Newspaper circulation declines,37.63222683,,304.0,,4.0,,,50 lakh,0,1.0,2019-10-19,ENG,Opposition,
1602,Asma Shirazi,geo,Dawn,AJK,Karachi,Politics,Five soldiers martyred in ambush,,5 million,,0.3757295003,1.0,4.084765155,,,Yes,0.0,2022-03-09,Urdu,Neutral,12809.0
1603,Kamran Shahid,ARY,Nawa-i-Waqt,Islamabad,Islamabad,Economy,Curriculum reforms announced,,2 crore,405.0,,,16.05475677,10753.0,,0,0.0,2021-07-18,Urdu,Neutral,
1604,Umar Cheema,AbbTakk News,Jang,AJK,Multan,Media,Quetta blast: ISPR releases statement,37.88455162,10 lakh,174.0,0.2404456733,1.0,40.94305512,,1 crore,,1.0,2023-08-27,Urdu,,9529.0
1605,Umar Cheema,ary,Daily Pakistan,Balochistan,Rawalpindi,Terrorism,Security forces foil major terror bid,85.46310483,13793022,7.0,1.404418766,,850210.0,,1 crore,Yes,,2022-04-04,urdu,Neutral,
1606,Matiullah Jan,DAWN,Jang,KPK,Quetta,Media,Remittances fall sharply in July,,2 crore,108.0,,1.0,,,1 crore,No,0.0,2023-01-13,urdu,Opposition,2841.0
1607,Owais Tohid,GEO NEWS,Jang,Islamabad,Multan,Terrorism,Curriculum reforms announced,68.04018812,,421.0,,3.0,4.655268095,16810.0,4912050.63,No,,2021-06-21,urdu,Opposition,
1608,Owais Tohid,hum news,Daily Pakistan,Punjab,Peshawar,Health,Punjab bans junk food in schools,,,,-0.2722364494,,1181971.0,117837.0,3216935.363,No,,2019-03-23,ENG,Opposition,218.0
1609,Dr. Shahid Masood,Geo,Daily Pakistan,Sindh,Hyderabad,Terrorism,Climate change worsening floods,,,,,-1.0,1841655.0,113489.0,3524874.199,0,0.0,2020-03-12,ENG,Opposition,
1610,Ansar Abbasi,HUM News,Express Tribune,Balochistan,Peshawar,Terrorism,University students protest fee hikes,,2 crore,173.0,,,20.05988396,,1 crore,Yes,1.0,2025-05-22,urdu,Neutral,
1611,Dr. Shahid Masood,Geo,Nawa-i-Waqt,Punjab,Islamabad,Media,Terrorist attack in Quetta leaves 20 dead,4.17923366,5 million,101.0,-1.364394498,,188504.0,,1910480.954,Yes,0.0,2023-02-17,Urdu,,
1612,Kamran Khan,Express-News,Dawn,Sindh,Islamabad,Crime,Geo TV faces heavy fines by PEMRA,,2 crore,66.0,,5.0,1596397.0,190237.0,1 crore,1,,2025-04-09,Urdu,Pro-Govt,
1613,Kamran Shahid,Samaa,Dawn,Islamabad,Peshawar,Media,Army chief meets PM over political crisis,,5 million,123.0,1.48145111,,1261266.0,111472.0,1 crore,No,,2018-09-20,,Opposition,
1614,Owais Tohid,Geo,Jang,AJK,Karachi,Media,Militant hideout destroyed in KPK,77.05740578,18033399,,0.4457261756,,0.686679703,90202.0,1 crore,No,,2021-08-04,,Pro-Govt,6818.0
